input,output
"{""id"": ""1"", ""author"": ""CodeWitch"", ""message"": ""ngl, this 'always-on' hustle culture in tech is exhausting. like i *want* to be passionate abt my job but not at the expense of actually having a life outside of it. my brain is fried. 🫠 #TechLife #Burnout"", ""keywords"": [""rant"", ""hot-take"", ""burnout"", ""question""]}","{""id"": ""1"", ""author"": ""CodeWitch"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 0, ""surprise"": 0, ""sadness"": 50, ""anger"": 35, ""frustration"": 85, ""disgust"": 20, ""fear"": 0, ""contempt"": 20, ""neutral"": 10}, ""moderation"": {""toxicity"": 15, ""insult"": 0, ""harassment"": 0, ""profanity"": 5, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 40, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 60}, ""explainability"": {""top_matched_keywords"": [""hustle culture"", ""exhausting"", ""my brain is fried"", ""🫠"", ""#Burnout"", ""ngl""], ""top_modifiers"": [""always-on"", ""emphasis"", ""colloquialism""], ""rule_traces"": [{""rule"": ""idiomatic_distress"", ""impact"": 25}, {""rule"": ""cultural_critique_negative"", ""impact"": 15}, {""rule"": ""emoji_exhaustion"", ""impact"": 10}, {""rule"": ""keyword_burnout_mention"", ""impact"": 20}]}, ""escalate"": true, ""escalation_reasons"": [""high_emotional_distress"", ""potential_burnout_indicator""], ""action_recommendation"": ""manual_review""}"
"{""id"": ""2"", ""author"": ""DevGuyKyle"", ""message"": ""PREACH. i literally forgot what my hobbies were for a solid 6 months. then my therapist was like 'bro...'"", ""keywords"": [""agreement"", ""empathy"", ""anecdote""]}","{""id"": ""2"", ""author"": ""DevGuyKyle"", ""scores"": {""emotions"": {""joy"": 15, ""gratitude"": 20, ""admiration"": 10, ""anticipation"": 0, ""trust"": 40, ""surprise"": 10, ""sadness"": 25, ""anger"": 0, ""frustration"": 30, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 10}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 5, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""PREACH"", ""forgot what my hobbies were"", ""therapist"", ""bro""], ""top_modifiers"": [""literally"", ""solid 6 months""], ""rule_traces"": [{""rule"": ""agreement_indicator"", ""impact"": 10}, {""rule"": ""personal_anecdote"", ""impact"": 5}, {""rule"": ""mental_health_context_positive"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""3"", ""author"": ""StartupSavvy"", ""message"": ""idk, i thrive on the energy! gotta put in the hours if you wanna build something epic. early stages demand it. just manage your time better? 🤔"", ""keywords"": [""disagreement"", ""counterpoint"", ""advice""]}","{""id"": ""3"", ""author"": ""StartupSavvy"", ""scores"": {""emotions"": {""joy"": 60, ""gratitude"": 0, ""admiration"": 40, ""anticipation"": 50, ""trust"": 55, ""surprise"": 0, ""sadness"": 0, ""anger"": 0, ""frustration"": 5, ""disgust"": 0, ""fear"": 0, ""contempt"": 25, ""neutral"": 30}, ""moderation"": {""toxicity"": 10, ""insult"": 15, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 15}, ""explainability"": {""top_matched_keywords"": [""thrive on the energy"", ""build something epic"", ""early stages demand it"", ""just manage your time better"", ""🤔"", ""idk""], ""top_modifiers"": [""positive_phrasing"", ""advice_tone"", ""questioning_emoji"", ""mild_disagreement""], ""rule_traces"": [{""rule"": ""positive_outlook_detected"", ""impact"": 15}, {""rule"": ""motivational_speech_elements"", ""impact"": 10}, {""rule"": ""direct_advice_given"", ""impact"": 8}, {""rule"": ""mild_disagreement_marker"", ""impact"": 5}, {""rule"": ""questioning_emoji_softens_tone"", ""impact"": -5}, {""rule"": ""implied_condescension_minor"", ""impact"": 7}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""4"", ""author"": ""CodeWitch"", ""message"": ""@StartupSavvy it's not just about 'managing time' when deadlines are insane and expectations are 24/7. some companies just normalize overworking. 😤"", ""keywords"": [""clarification"", ""disagreement"", ""follow-up""]}","{""id"": ""4"", ""author"": ""CodeWitch"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 5, ""surprise"": 0, ""sadness"": 20, ""anger"": 65, ""frustration"": 80, ""disgust"": 15, ""fear"": 0, ""contempt"": 10, ""neutral"": 10}, ""moderation"": {""toxicity"": 10, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 15}, ""explainability"": {""top_matched_keywords"": [""deadlines are insane"", ""expectations are 24/7"", ""normalize overworking"", ""😤"", ""disagreement"", ""overworking""], ""top_modifiers"": [""emoji_negative"", ""intensifier""], ""rule_traces"": [{""rule"": ""strong_disagreement_with_premise"", ""impact"": 15}, {""rule"": ""criticism_of_systemic_issue"", ""impact"": 10}, {""rule"": ""emoji_frustration_exasperation"", ""impact"": 8}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""5"", ""author"": ""LazyProgrammer"", ""message"": ""just quit and become a digital nomad, easy. problem solved. lol. @CodeWitch you heard it here first, freedom awaits! ✈️"", ""keywords"": [""sarcasm"", ""humor"", ""advice""]}","{""id"": ""5"", ""author"": ""LazyProgrammer"", ""scores"": {""emotions"": {""joy"": 80, ""gratitude"": 5, ""admiration"": 10, ""anticipation"": 75, ""trust"": 30, ""surprise"": 0, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""just quit"", ""digital nomad"", ""easy"", ""problem solved"", ""lol"", ""freedom awaits"", ""✈️""], ""top_modifiers"": [""sarcastic_tone"", ""humorous_intent"", ""positive_sentiment_amplifier"", ""emoji_positive""], ""rule_traces"": [{""rule"": ""sarcasm_detection"", ""impact"": 20}, {""rule"": ""positive_framing_identified"", ""impact"": 15}, {""rule"": ""advice_giving_context"", ""impact"": 10}, {""rule"": ""emoji_sentiment_boost"", ""impact"": 5}, {""rule"": ""no_moderation_triggers_found"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""6"", ""author"": ""NomadDreamer"", ""message"": ""✨✈️🌴"", ""keywords"": [""emoji-only"", ""agreement"", ""hype""]}","{""id"": ""6"", ""author"": ""NomadDreamer"", ""scores"": {""emotions"": {""joy"": 95, ""gratitude"": 10, ""admiration"": 10, ""anticipation"": 85, ""trust"": 20, ""surprise"": 5, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""emoji-only"", ""agreement"", ""hype"", ""✨"", ""✈️"", ""🌴""], ""top_modifiers"": [""positive_emoji"", ""travel_theme"", ""vacation_theme""], ""rule_traces"": []}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""7"", ""author"": ""WellnessGeek"", ""message"": ""Totally get you @CodeWitch. It's a systemic issue, not just personal failure. Companies *need* to prioritize sustainable work. Maybe look for orgs that actually practice what they preach about #WorkLifeBalance. There are some out there, promise. 🙏"", ""keywords"": [""agreement"", ""advice"", ""empathy""]}","{""id"": ""7"", ""author"": ""WellnessGeek"", ""scores"": {""emotions"": {""joy"": 25, ""gratitude"": 55, ""admiration"": 15, ""anticipation"": 60, ""trust"": 75, ""surprise"": 0, ""sadness"": 15, ""anger"": 0, ""frustration"": 30, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""agreement"", ""advice"", ""empathy"", ""Totally get you"", ""systemic issue"", ""sustainable work"", ""WorkLifeBalance"", ""promise"", ""🙏""], ""top_modifiers"": [""empathetic_phrase"", ""emphasis"", ""reassurance"", ""positive_emoji""], ""rule_traces"": [{""rule"": ""positive_sentiment_identified"", ""impact"": 10}, {""rule"": ""empathetic_language_detected"", ""impact"": 15}, {""rule"": ""constructive_advice_given"", ""impact"": 10}, {""rule"": ""positive_emoji_use"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""1"", ""author"": ""RockHounder"", ""message"": ""Is it just me or is getting concert tickets for ANY popular artist basically a Hunger Games scenario now?? The prices are INSANE and then add on all those 'fees'. My wallet is crying 😭 #ConcertTickets #RipOff"", ""keywords"": [""rant"", ""hot-take"", ""frustration"", ""humor""]}","{""id"": ""1"", ""author"": ""RockHounder"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 10, ""trust"": 0, ""surprise"": 20, ""sadness"": 65, ""anger"": 55, ""frustration"": 95, ""disgust"": 35, ""fear"": 0, ""contempt"": 45, ""neutral"": 5}, ""moderation"": {""toxicity"": 15, ""insult"": 5, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 20}, ""explainability"": {""top_matched_keywords"": [""Hunger Games scenario"", ""prices are INSANE"", ""'fees'"", ""My wallet is crying 😭"", ""#RipOff"", ""rant"", ""frustration""], ""top_modifiers"": [""INSANE"", ""basically"", ""😭""], ""rule_traces"": [{""rule"": ""negative_feedback"", ""impact"": 20}, {""rule"": ""strong_negative_adjective"", ""impact"": 10}, {""rule"": ""emotional_emoji_negative"", ""impact"": 8}, {""rule"": ""metaphorical_exaggeration"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""2"", ""author"": ""MusicLover4eva"", ""message"": ""THIS. Tried to get Beyoncé tickets and nearly fainted seeing the total. It's not even about *if* you can afford it, it's the principal! Like, who can afford to drop a grand for ONE show?? 😫"", ""keywords"": [""agreement"", ""empathy"", ""anecdote""]}","{""id"": ""2"", ""author"": ""MusicLover4eva"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 10, ""trust"": 0, ""surprise"": 65, ""sadness"": 30, ""anger"": 25, ""frustration"": 90, ""disgust"": 15, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 5, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 12}, ""explainability"": {""top_matched_keywords"": [""THIS."", ""nearly fainted seeing the total"", ""it's the principal!"", ""who can afford to drop a grand"", ""😫""], ""top_modifiers"": [""emoji_distress"", ""hyperbole"", ""rhetorical_question"", ""exaggeration""], ""rule_traces"": [{""rule"": ""strong_agreement_indicator"", ""impact"": 5}, {""rule"": ""price_shock_expression"", ""impact"": 25}, {""rule"": ""financial_frustration_indicator"", ""impact"": 30}, {""rule"": ""distress_emoji_detection"", ""impact"": 15}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""3"", ""author"": ""BopsAndBeats"", ""message"": ""@MusicLover4eva lol bestie, they want us to mortgage our houses for a night out. the 'vibe tax' is real high these days 💅"", ""keywords"": [""sarcasm"", ""humor"", ""agreement"", ""genz-slang""]}","{""id"": ""3"", ""author"": ""BopsAndBeats"", ""scores"": {""emotions"": {""joy"": 45, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 30, ""surprise"": 10, ""sadness"": 5, ""anger"": 15, ""frustration"": 65, ""disgust"": 10, ""fear"": 0, ""contempt"": 25, ""neutral"": 20}, ""moderation"": {""toxicity"": 5, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 10}, ""explainability"": {""top_matched_keywords"": [""sarcasm"", ""humor"", ""genz-slang"", ""lol bestie"", ""mortgage our houses"", ""'vibe tax'"", ""real high these days"", ""💅""], ""top_modifiers"": [""sarcasm_indicator"", ""genz_slang"", ""humor_indicator"", ""emoji_flourish""], ""rule_traces"": [{""rule"": ""sarcasm_detection"", ""impact"": 20}, {""rule"": ""hyperbole_detected"", ""impact"": 10}, {""rule"": ""informal_language"", ""impact"": 5}, {""rule"": ""emoji_context"", ""impact"": 2}, {""rule"": ""low_toxicity_score"", ""impact"": -5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""4"", ""author"": ""FanEconomics"", ""message"": ""It's the resale market that kills me. Bots scoop them up then flip for 3x face value. Venue management needs to do something fr."", ""keywords"": [""explanation"", ""frustration"", ""suggestion""]}","{""id"": ""4"", ""author"": ""FanEconomics"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 15, ""trust"": 0, ""surprise"": 0, ""sadness"": 20, ""anger"": 65, ""frustration"": 90, ""disgust"": 30, ""fear"": 0, ""contempt"": 40, ""neutral"": 5}, ""moderation"": {""toxicity"": 10, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 30}, ""explainability"": {""top_matched_keywords"": [""resale market"", ""kills me"", ""bots scoop them up"", ""flip for 3x face value"", ""Venue management needs to do something"", ""fr""], ""top_modifiers"": [""intensifier"", ""idiomatic_expression"", ""informal_emphasis""], ""rule_traces"": [{""rule"": ""strong_frustration_expression"", ""impact"": 20}, {""rule"": ""criticism_of_system_or_process"", ""impact"": 15}, {""rule"": ""call_for_action"", ""impact"": 5}, {""rule"": ""informal_intensifier"", ""impact"": 3}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""5"", ""author"": ""ConcertGuru"", ""message"": ""Ngl, venues and artists get a cut of those secondary market sales too sometimes. It's a whole ecosystem of exploitation. #ConcertTickets #Greed"", ""keywords"": [""disagreement"", ""nuance"", ""information"", ""criticism""]}","{""id"": ""5"", ""author"": ""ConcertGuru"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 0, ""surprise"": 0, ""sadness"": 15, ""anger"": 40, ""frustration"": 65, ""disgust"": 50, ""fear"": 0, ""contempt"": 35, ""neutral"": 10}, ""moderation"": {""toxicity"": 20, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 15}, ""explainability"": {""top_matched_keywords"": [""whole ecosystem of exploitation"", ""#Greed"", ""secondary market sales""], ""top_modifiers"": [""Ngl"", ""whole""], ""rule_traces"": [{""rule"": ""systemic_criticism"", ""impact"": 40}, {""rule"": ""negative_hashtag"", ""impact"": 15}, {""rule"": ""nuanced_statement"", ""impact"": -10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""6"", ""author"": ""MusicLover4eva"", ""message"": ""💀💀💀"", ""keywords"": [""emoji-only"", ""reaction"", ""shock""]}","{""id"": ""6"", ""author"": ""MusicLover4eva"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 0, ""surprise"": 85, ""sadness"": 15, ""anger"": 0, ""frustration"": 0, ""disgust"": 20, ""fear"": 50, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""💀💀💀"", ""emoji-only"", ""shock"", ""reaction""], ""top_modifiers"": [""emoji_repetition"", ""dark_theme""], ""rule_traces"": [{""rule"": ""emoji_shock_reaction"", ""impact"": 15}, {""rule"": ""emoji_multiple_instances"", ""impact"": 5}, {""rule"": ""emoji_death_symbolism"", ""impact"": 3}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""7"", ""author"": ""RockHounder"", ""message"": ""So what's the move? Indie artists only now? Send recs 😩"", ""keywords"": [""request"", ""follow-up"", ""question""]}","{""id"": ""7"", ""author"": ""RockHounder"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 35, ""trust"": 15, ""surprise"": 0, ""sadness"": 0, ""anger"": 0, ""frustration"": 25, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 60}, ""moderation"": {""toxicity"": 5, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""request"", ""question"", ""send recs"", ""😩""], ""top_modifiers"": [""emoji_weary"", ""questioning_tone""], ""rule_traces"": [{""rule"": ""information_request"", ""impact"": 5}, {""rule"": ""emoji_weary_face"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
